PA_ID,scale_ID,PA_scale
262,sc_022,30
263,sc_022,30
264,sc_022,30
265,sc_022,30
266,sc_022,30
267,sc_022,30
268,sc_022,30
269,sc_022,30
270,sc_022,30
271,sc_022,30
272,sc_022,30
273,sc_022,30
274,sc_022,30
275,sc_022,30
276,sc_022,30
277,sc_022,30
278,sc_022,30
279,sc_022,30
280,sc_022,30
281,sc_022,30
282,sc_022,30
283,sc_022,30
284,sc_022,30
285,sc_022,30
286,sc_022,30
287,sc_022,30
288,sc_022,30
289,sc_022,30
290,sc_022,30
291,sc_022,30
