image_id,scale_id,scale
awbari.png,sc_001,50
rub_al_khali.png,sc_001,50
KL3_5313_1.png,sc_001,50
replica_1.png,sc_001,50
qesem_cave.png,sc_001,50
output_image.png,sc_001,50
square_output.png,sc_001,50
awbari2.png,sc_001,50
50.png,sc_001,50
